Transcript Cluster ID	Gene Title	Gene Symbol	Entrez Gene ID	Cytoband	GO Description	Transcript Classification
8151952	NIPA-like domain containing 2	NIPAL2	79815	8q22.2	magnesium ion transmembrane transporter activity /// magnesium ion transport /// integral component of membrane /// magnesium ion transmembrane transport /// membrane	full-length
8151967	serine/threonine kinase 3	STK3	6788	8q22.2	MAPK cascade /// activation of MAPKK activity /// magnesium ion binding /// neural tube formation /// endocardium development /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// MAP kinase kinase kinase activity /// protein binding /// ATP binding /// nucleus /// cytoplasm /// cytosol /// protein phosphorylation /// apoptotic process /// signal transduction /// regulation of mitotic cell cycle /// central nervous system development /// negative regulation of cell proliferation /// signal transduction by protein phosphorylation /// stress-activated protein kinase signaling cascade /// positive regulation of protein binding /// hippo signaling /// hippo signaling /// intracellular signal transduction /// regulation of apoptotic process /// positive regulation of apoptotic process /// protein complex /// protein serine/threonine kinase activator activity /// positive regulation of fat cell differentiation /// positive regulation of JNK cascade /// negative regulation of organ growth /// protein dimerization activity /// protein stabilization /// positive regulation of sequence-specific DNA binding transcription factor activity /// positive regulation of protein kinase B signaling /// primitive hemopoiesis /// cell differentiation involved in embryonic placenta development /// regulation of cell differentiation involved in embryonic placenta development /// positive regulation of protein serine/threonine kinase activity /// negative regulation of canonical Wnt signaling pathway /// hepatocyte apoptotic process /// positive regulation of extrinsic apoptotic signaling pathway via death domain receptors /// MAPK cascade /// nucleotide binding /// activation of MAPKK activity /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// MAP kinase kinase kinase activity /// ATP binding /// nucleus /// nucleus /// cytoplasm /// protein phosphorylation /// apoptotic process /// signal transduction /// regulation of mitotic cell cycle /// kinase activity /// phosphorylation /// transferase activity /// signal transduction by protein phosphorylation /// stress-activated protein kinase signaling cascade /// regulation of apoptotic process /// metal ion binding /// transferase activity, transferring phosphorus-containing groups	full-length
8151999	regulator of G-protein signaling 22	RGS22	26166	8q22.2	GTPase activator activity /// nucleus /// cytoplasm /// plasma membrane /// negative regulation of signal transduction /// positive regulation of GTPase activity /// GTPase activator activity /// cytoplasm /// cytoplasm /// plasma membrane /// positive regulation of GTPase activity /// termination of G-protein coupled receptor signaling pathway	full-length
8152031	F-box protein 43	FBXO43	286151	8q22.2	nucleus /// regulation of mitotic nuclear division /// protein ubiquitination /// negative regulation of protein catabolic process /// negative regulation of meiotic nuclear division /// metal ion binding /// meiotic cell cycle /// negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle /// nucleus /// zinc ion binding /// regulation of meiotic nuclear division /// negative regulation of meiotic nuclear division /// protein binding /// nucleus /// regulation of mitotic nuclear division /// negative regulation of meiotic nuclear division /// negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	full-length
8152119	neurocalcin delta	NCALD	83988	8q22.3	regulation of systemic arterial blood pressure /// actin binding /// calcium ion binding /// protein binding /// intracellular /// cytosol /// cytosol /// synaptic transmission /// tubulin binding /// vesicle-mediated transport /// calcium-mediated signaling /// clathrin coat of trans-Golgi network vesicle /// clathrin binding /// alpha-tubulin binding /// extracellular exosome /// actin binding /// cytosol /// metal ion binding /// protein binding	full-length
8152215	Kruppel-like factor 10	KLF10	7071	8q22.3	negative regulation of transcription from RNA polymerase II promoter /// core promoter sequence-specific DNA binding /// skeletal system development /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// transcription, DNA-templated /// transforming growth factor beta receptor signaling pathway /// cell-cell signaling /// circadian rhythm /// cell proliferation /// negative regulation of cell proliferation /// cellular response to starvation /// bone mineralization /// somatic stem cell population maintenance /// regulation of circadian rhythm /// positive regulation of osteoclast differentiation /// negative regulation of transcription, DNA-templated /// metal ion binding /// cellular response to peptide /// core promoter sequence-specific DNA binding /// nucleic acid binding /// DNA binding /// nucleus /// nucleus /// regulation of transcription, DNA-templated /// cellular response to starvation /// regulation of circadian rhythm /// negative regulation of transcription, DNA-templated /// rhythmic process	full-length
8152222	antizyme inhibitor 1	AZIN1	51582	8q22.3	ornithine decarboxylase activity /// protein binding /// nucleus /// cytoplasm /// cytosol /// regulation of cellular amino acid metabolic process /// polyamine metabolic process /// putrescine biosynthetic process from ornithine /// cellular nitrogen compound metabolic process /// negative regulation of protein catabolic process /// ornithine decarboxylase activator activity /// positive regulation of catalytic activity /// positive regulation of catalytic activity /// small molecule metabolic process /// positive regulation of polyamine transmembrane transport /// catalytic activity /// ornithine decarboxylase activity /// nucleus /// cytoplasm /// polyamine biosynthetic process /// putrescine biosynthetic process from ornithine /// negative regulation of protein catabolic process /// ornithine decarboxylase activator activity	full-length
8152250	---	---	---	8q22.3	---	---
8152252	BAALC antisense RNA 2	BAALC-AS2	157556	8q22.3	---	full-length
8152291	actin binding Rho activating protein	ABRA	137735	8q23.1	protein import into nucleus, translocation /// transcription coactivator activity /// actin binding /// plasma membrane /// transcription, DNA-templated /// actin cytoskeleton /// sarcomere /// positive regulation of Rho protein signal transduction /// positive regulation of transcription from RNA polymerase II promoter /// positive regulation of sequence-specific DNA binding transcription factor activity /// actin binding /// cytoplasm /// cytoskeleton /// regulation of transcription, DNA-templated /// transport /// protein transport /// actin cytoskeleton /// myofibril /// sarcomere /// positive regulation of Rho protein signal transduction /// positive regulation of transcription, DNA-templated /// positive regulation of sequence-specific DNA binding transcription factor activity	full-length
8152335	transmembrane protein 74	TMEM74	157753	8q23.1	autophagosome membrane /// protein binding /// lysosomal membrane /// autophagy /// integral component of membrane /// cytoplasmic vesicle /// lysosome /// membrane	full-length
8152340	NudC domain containing 1	NUDCD1	84955	8q23.1	immune system process /// protein binding /// nucleus /// cytoplasm /// nucleus /// cytoplasm /// nucleoplasm	full-length
8152355	syntabulin (syntaxin-interacting)	SYBU	55638	8q23.2	Golgi membrane /// protein binding /// nucleoplasm /// mitochondrion /// microtubule /// microtubule binding /// integral component of membrane /// cytoplasmic membrane-bounded vesicle /// syntaxin-1 binding /// kinesin binding /// vesicle /// intracellular membrane-bounded organelle /// regulation of insulin secretion involved in cellular response to glucose stimulus /// dense body /// cytoplasm /// Golgi apparatus /// cytoskeleton /// membrane /// cytoplasmic vesicle	full-length
8152453	trichorhinophalangeal syndrome I	TRPS1	7227	8q23.3	negative regulation of transcription from RNA polymerase II promoter /// RNA polymerase II regulatory region sequence-specific DNA binding /// RNA polymerase II transcription factor binding /// transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding /// skeletal system development /// chondrocyte differentiation /// chromatin binding /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// nucleoplasm /// transcription factor complex /// transcription from RNA polymerase II promoter /// NLS-bearing protein import into nucleus /// transmembrane receptor protein serine/threonine kinase signaling pathway /// heart development /// zinc ion binding /// organ morphogenesis /// tissue development /// regulation of histone deacetylation /// regulation of chondrocyte differentiation /// cell fate commitment /// positive regulation of transcription from RNA polymerase II promoter /// cell development /// digestive tract development /// anatomical structure formation involved in morphogenesis /// positive regulation of extrinsic apoptotic signaling pathway via death domain receptors /// RNA polymerase II regulatory region sequence-specific DNA binding /// RNA polymerase II transcription factor binding /// transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding /// DNA binding /// chromatin binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// transcription factor complex /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// heart development /// zinc ion binding /// organ morphogenesis /// tissue development /// regulation of chondrocyte differentiation /// sequence-specific DNA binding /// cell fate commitment /// negative regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase II promoter /// metal ion binding /// cell development /// digestive tract development /// anatomical structure formation involved in morphogenesis /// protein binding	full-length
8152506	sterile alpha motif domain containing 12	SAMD12	401474	8q24.12	protein binding	full-length
8152512	tumor necrosis factor receptor superfamily, member 11b	TNFRSF11B	4982	8q24.12	skeletal system development /// receptor activity /// tumor necrosis factor-activated receptor activity /// cytokine activity /// extracellular region /// proteinaceous extracellular matrix /// extracellular space /// plasma membrane /// integral component of plasma membrane /// inflammatory response /// immune response /// signal transduction /// response to nutrient /// extracellular matrix organization /// response to magnesium ion /// response to lipopolysaccharide /// tumor necrosis factor-mediated signaling pathway /// regulation of cell proliferation /// negative regulation of odontogenesis of dentin-containing tooth /// response to drug /// regulation of apoptotic process /// positive regulation of MAPK cascade /// response to estrogen /// negative regulation of bone resorption /// response to arsenic-containing substance /// apoptotic signaling pathway /// tumor necrosis factor-activated receptor activity /// extracellular region /// extracellular space /// integral component of plasma membrane /// apoptotic process /// inflammatory response /// immune response /// signal transduction /// response to inorganic substance /// response to lipopolysaccharide /// regulation of cell proliferation /// regulation of apoptotic process /// positive regulation of MAPK cascade /// apoptotic signaling pathway /// protein binding	full-length
8152522	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	5168	8q24.12	nucleic acid binding /// phosphodiesterase I activity /// nucleotide diphosphatase activity /// lysophospholipase activity /// scavenger receptor activity /// calcium ion binding /// extracellular space /// extracellular space /// plasma membrane /// integral component of plasma membrane /// phosphate-containing compound metabolic process /// receptor-mediated endocytosis /// movement of cell or subcellular component /// chemotaxis /// immune response /// G-protein coupled receptor signaling pathway /// transcription factor binding /// zinc ion binding /// phospholipid catabolic process /// positive regulation of epithelial cell migration /// positive regulation of epithelial cell migration /// hydrolase activity /// polysaccharide binding /// regulation of cell migration /// phosphatidylcholine catabolic process /// regulation of angiogenesis /// alkylglycerophosphoethanolamine phosphodiesterase activity /// positive regulation of peptidyl-tyrosine phosphorylation /// nucleic acid phosphodiester bond hydrolysis /// nucleic acid phosphodiester bond hydrolysis /// positive regulation of lamellipodium morphogenesis /// catalytic activity /// phosphodiesterase I activity /// nucleotide diphosphatase activity /// lysophospholipase activity /// calcium ion binding /// extracellular region /// lipid metabolic process /// chemotaxis /// metabolic process /// zinc ion binding /// lipid catabolic process /// hydrolase activity /// regulation of cell migration /// metal ion binding /// membrane /// integral component of membrane	full-length
8152597	mitochondrial ribosomal protein L13	MRPL13	28998	8q24.12	mRNA binding /// structural constituent of ribosome /// structural constituent of ribosome /// protein binding /// mitochondrial inner membrane /// mitochondrial ribosome /// mitochondrial large ribosomal subunit /// mitochondrial large ribosomal subunit /// translation /// translation /// organelle organization /// mitochondrial translation /// poly(A) RNA binding /// mitochondrial translational initiation /// mitochondrial translational elongation /// mitochondrial translational termination /// mRNA binding /// structural constituent of ribosome /// structural constituent of ribosome /// mitochondrion /// ribosome /// translation /// translation /// ribonucleoprotein complex	full-length
8152606	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	SNTB1	6641	8q24.12	actin binding /// structural molecule activity /// protein binding /// calmodulin binding /// cytoplasm /// cytoskeleton /// focal adhesion /// muscle contraction /// dystrophin-associated glycoprotein complex /// PDZ domain binding /// sarcolemma /// protein complex /// synapse /// plasma membrane /// membrane /// cell junction /// protein binding	full-length
8152642	FAM83A antisense RNA 1	FAM83A-AS1	100131726	8q24.13	membrane /// integral component of membrane	full-length
8152648	chromosome 8 open reading frame 76 /// ZHX1-C8orf76 readthrough	C8orf76 /// ZHX1-C8orf76	84933 /// 100533106	8q24.13	---	full-length
8152703	F-box protein 32	FBXO32	114907	8q24.13	protein binding /// nucleoplasm /// cytoplasm /// response to denervation involved in regulation of muscle adaptation /// protein ubiquitination /// Z disc /// cellular response to dexamethasone stimulus /// nucleus /// cytoplasm /// response to denervation involved in regulation of muscle adaptation /// nucleolus /// protein binding	full-length
8152715	kelch-like family member 38	KLHL38	340359	8q24.13	ubiquitin-protein transferase activity /// protein binding /// protein ubiquitination /// Cul3-RING ubiquitin ligase complex /// ubiquitin-protein transferase activity /// protein ubiquitination /// Cul3-RING ubiquitin ligase complex /// protein binding	full-length
8152759	TatD DNase domain containing 1	TATDN1	83940	8q24.13	deoxyribonuclease activity /// protein binding /// nucleoplasm /// DNA catabolic process /// endodeoxyribonuclease activity, producing 5'-phosphomonoesters /// intracellular organelle /// metal ion binding /// nucleic acid phosphodiester bond hydrolysis /// nuclease activity /// deoxyribonuclease activity /// nucleus /// DNA catabolic process /// hydrolase activity /// intracellular organelle	full-length
8152764	metastasis suppressor 1	MTSS1	9788	8q24.13	in utero embryonic development /// ruffle /// positive regulation of defense response to virus by host /// actin monomer binding /// receptor binding /// protein binding /// cytoplasm /// adherens junction /// movement of cell or subcellular component /// plasma membrane organization /// cell adhesion /// transmembrane receptor protein tyrosine kinase signaling pathway /// magnesium ion homeostasis /// actin cytoskeleton /// microspike assembly /// actin cytoskeleton organization /// actin filament polymerization /// endocytic vesicle /// bone mineralization /// positive regulation of actin filament bundle assembly /// adherens junction maintenance /// identical protein binding /// negative regulation of epithelial cell proliferation /// actin filament binding /// renal tubule morphogenesis /// cellular response to fluid shear stress /// glomerulus morphogenesis /// nephron tubule epithelial cell differentiation /// xenophagy /// epithelial cell proliferation involved in renal tubule morphogenesis /// actin binding /// cytoplasm /// cytoskeleton /// actin filament organization /// actin cytoskeleton organization /// renal system development	full-length
8152821	CCDC26 long non-coding RNA	CCDC26	137196	8q24.21	protein binding	full-length
8152828	gasdermin C	GSDMC	56169	8q24.21	cytoplasm /// mitochondrion /// microtubule organizing center /// molecular_function /// cytoplasm /// biological_process	full-length
8152845	family with sequence similarity 49, member B	FAM49B	51571	8q24.21	protein binding /// cilium /// membrane /// extracellular exosome /// protein binding	full-length
8152902	adenylate cyclase 8 (brain)	ADCY8	114	8q24.22	renal water homeostasis /// adenylate cyclase activity /// ATP binding /// intracellular /// intracellular /// plasma membrane /// energy reserve metabolic process /// cAMP biosynthetic process /// water transport /// signal transduction /// epidermal growth factor receptor signaling pathway /// adenylate cyclase-activating G-protein coupled receptor signaling pathway /// adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway /// activation of phospholipase C activity /// synaptic transmission /// learning or memory /// long-term memory /// calcium- and calmodulin-responsive adenylate cyclase activity /// fibroblast growth factor receptor signaling pathway /// membrane /// integral component of membrane /// cAMP-mediated signaling /// activation of protein kinase A activity /// small molecule metabolic process /// innate immune response /// metal ion binding /// neurotrophin TRK receptor signaling pathway /// transmembrane transport /// cellular response to glucagon stimulus /// nucleotide binding /// adenylate cyclase activity /// intracellular /// plasma membrane /// cAMP biosynthetic process /// cAMP biosynthetic process /// cyclic nucleotide biosynthetic process /// membrane /// lyase activity /// phosphorus-oxygen lyase activity /// cAMP-mediated signaling /// intracellular signal transduction	full-length
8152976	transmembrane protein 71	TMEM71	137835	8q24.22	integral component of membrane /// membrane	full-length
8152988	Src-like-adaptor	SLA	6503	8q24.22	SH3/SH2 adaptor activity /// protein binding /// endosome /// positive regulation of signal transduction /// cytoplasm /// protein binding	full-length
8153041	---	---	---	8q24.22	---	---
8153043	zinc finger and AT hook domain containing	ZFAT	57623	8q24.22	RNA polymerase II regulatory region sequence-specific DNA binding /// transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding /// hematopoietic progenitor cell differentiation /// transcription factor activity, sequence-specific DNA binding /// nucleoplasm /// cytosol /// transcription from RNA polymerase II promoter /// multicellular organismal development /// positive regulation of transcription from RNA polymerase II promoter /// metal ion binding /// spongiotrophoblast layer development /// RNA polymerase II regulatory region sequence-specific DNA binding /// nucleic acid binding /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// nucleoplasm /// cytoplasm /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// multicellular organismal development /// hemopoiesis /// positive regulation of transcription from RNA polymerase II promoter /// positive regulation of transcription from RNA polymerase II promoter	full-length
8153101	collagen, type XXII, alpha 1	COL22A1	169044	8q24.23 /// 8q24.3	extracellular region /// proteinaceous extracellular matrix /// collagen trimer /// endoplasmic reticulum lumen /// extracellular matrix organization /// extracellular region /// cytoplasm	full-length
8153167	potassium channel, two pore domain subfamily K, member 9	KCNK9	51305	8q24.3	voltage-gated potassium channel activity /// plasma membrane /// integral component of plasma membrane /// potassium ion transport /// synaptic transmission /// synaptic vesicle /// potassium ion leak channel activity /// stabilization of membrane potential /// protein homodimerization activity /// protein heterodimerization activity /// potassium ion transmembrane transport /// potassium channel activity /// plasma membrane /// integral component of plasma membrane /// transport /// ion transport /// potassium ion transport /// membrane /// integral component of membrane /// potassium ion leak channel activity /// stabilization of membrane potential /// cellular potassium ion transport /// potassium ion transmembrane transport /// potassium ion transmembrane transport /// voltage-gated ion channel activity /// regulation of ion transmembrane transport /// cochlea development	full-length
8153262	solute carrier family 45, member 4	SLC45A4	57210	8q24.3	transport /// integral component of membrane /// membrane	full-length
8153269	G protein-coupled receptor 20	GPR20	2843	8q24.3	G-protein coupled receptor activity /// integral component of plasma membrane /// G-protein coupled receptor signaling pathway /// receptor complex /// signal transducer activity /// G-protein coupled receptor activity /// plasma membrane /// signal transduction /// G-protein coupled receptor signaling pathway /// membrane /// integral component of membrane	full-length
8153273	maestro heat-like repeat family member 5	MROH5	389690	8q24.3	binding /// Golgi apparatus	full-length
8153336	secreted LY6/PLAUR domain containing 1	SLURP1	57152	8q24.3	cell activation /// cytokine activity /// extracellular region /// extracellular space /// cell adhesion /// locomotory behavior /// negative regulation of keratinocyte proliferation /// neuromuscular process controlling posture /// extracellular exosome /// cytokine activity /// extracellular region	full-length
8153373	cytochrome P450, family 11, subfamily B, polypeptide 2	CYP11B2	1585	8q24.3	regulation of blood volume by renal aldosterone /// renal water homeostasis /// steroid 11-beta-monooxygenase activity /// iron ion binding /// mitochondrion /// mitochondrial inner membrane /// mitochondrial inner membrane /// C21-steroid hormone biosynthetic process /// mineralocorticoid biosynthetic process /// xenobiotic metabolic process /// steroid metabolic process /// cholesterol metabolic process /// sterol metabolic process /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen /// heme binding /// heme binding /// aldosterone biosynthetic process /// aldosterone biosynthetic process /// cellular response to hormone stimulus /// cortisol biosynthetic process /// cellular response to potassium ion /// small molecule metabolic process /// secondary metabolite biosynthetic process /// corticosterone 18-monooxygenase activity /// potassium ion homeostasis /// sodium ion homeostasis /// oxidation-reduction process /// cellular response to peptide hormone stimulus /// monooxygenase activity /// steroid 11-beta-monooxygenase activity /// mitochondrion /// lipid metabolic process /// steroid biosynthetic process /// steroid metabolic process /// cholesterol metabolic process /// membrane /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen /// heme binding /// mitochondrial membrane /// secondary metabolite biosynthetic process /// metal ion binding /// corticosterone 18-monooxygenase activity /// corticosterone 18-monooxygenase activity /// oxidation-reduction process /// oxidation-reduction process /// cellular response to peptide hormone stimulus	full-length
8153380	lymphocyte antigen 6 complex, locus H	LY6H	4062	8q24.3	protein binding /// plasma membrane /// nervous system development /// organ morphogenesis /// anchored component of membrane /// membrane	full-length
8153424	maestro heat-like repeat family member 6	MROH6	642475	8q24.3	binding	full-length
8153426	maestro heat-like repeat family member 6	MROH6	642475	8q24.3	binding	full-length
8153430	nicotinate phosphoribosyltransferase	NAPRT	93100	8q24.3	nicotinate-nucleotide diphosphorylase (carboxylating) activity /// nicotinate phosphoribosyltransferase activity /// nicotinate phosphoribosyltransferase activity /// protein binding /// nucleus /// cytoplasm /// Golgi apparatus /// cytosol /// cytosol /// vitamin metabolic process /// water-soluble vitamin metabolic process /// nicotinamide metabolic process /// response to oxidative stress /// NAD biosynthetic process /// ligase activity /// nicotinate nucleotide salvage /// NAD metabolic process /// small molecule metabolic process /// extracellular exosome /// nicotinate phosphoribosyltransferase activity /// cytoplasm /// cytosol /// transferase activity /// pyridine nucleotide biosynthetic process /// nucleoplasm /// transferase activity, transferring glycosyl groups	full-length
8153486	coiled-coil domain containing 166	CCDC166	100130274	8q24.3	---	full-length
8153488	family with sequence similarity 83, member H	FAM83H	286077	8q24.3	cytoplasm /// protein kinase binding /// positive regulation of cell migration /// biomineral tissue development /// protein localization to cytoskeleton /// keratin filament /// intermediate filament cytoskeleton organization /// keratin filament binding /// cytoskeleton	full-length
8153609	poly(ADP-ribose) polymerase family member 10	PARP10	84875	8q24.3	NAD+ ADP-ribosyltransferase activity /// protein binding /// nucleus /// nucleoplasm /// nucleolus /// cytoplasm /// Golgi apparatus /// protein ADP-ribosylation /// negative regulation of gene expression /// regulation of chromatin assembly /// negative regulation of NF-kappaB transcription factor activity /// negative regulation of protein import into nucleus, translocation /// negative regulation of viral genome replication /// negative regulation of fibroblast proliferation /// protein poly-ADP-ribosylation /// protein auto-ADP-ribosylation /// K63-linked polyubiquitin binding /// negative regulation of protein K63-linked ubiquitination /// NAD+ ADP-ribosyltransferase activity /// nucleus /// cytoplasm /// transferase activity /// transferase activity, transferring glycosyl groups /// metabolic process /// nucleotide binding	full-length
8153625	5-oxoprolinase (ATP-hydrolysing)	OPLAH	26873	8q24.3	ATP binding /// cytosol /// glutathione biosynthetic process /// xenobiotic metabolic process /// 5-oxoprolinase (ATP-hydrolyzing) activity /// small molecule metabolic process /// glutathione derivative biosynthetic process /// nucleotide binding /// catalytic activity /// hydrolase activity /// 5-oxoprolinase (ATP-hydrolyzing) activity /// metabolic process	full-length
8153652	SHANK-associated RH domain interactor	SHARPIN	81858	8q24.3	protein binding /// nucleus /// cytoplasm /// cytosol /// cytosol /// mitochondrion organization /// cell surface receptor signaling pathway /// I-kappaB kinase/NF-kappaB signaling /// brain development /// zinc ion binding /// regulation of tumor necrosis factor-mediated signaling pathway /// regulation of tumor necrosis factor-mediated signaling pathway /// postsynaptic density /// cell junction /// apoptotic nuclear changes /// dendrite /// keratinization /// polyubiquitin binding /// protein complex binding /// tumor necrosis factor-mediated signaling pathway /// identical protein binding /// positive regulation of I-kappaB kinase/NF-kappaB signaling /// negative regulation of inflammatory response /// protein homooligomerization /// LUBAC complex /// protein linear polyubiquitination /// regulation of CD40 signaling pathway /// cytoplasm /// cytosol /// epidermis development /// synapse /// metal ion binding /// negative regulation of inflammatory response /// LUBAC complex /// nucleoplasm /// protein binding	full-length
8153709	transmembrane protein 249 /// F-box and leucine-rich repeat protein 6	TMEM249 /// FBXL6	340393 /// 26233	8q24.3	integral component of membrane /// membrane /// ubiquitin-protein transferase activity /// cytoplasm /// proteolysis /// protein ubiquitination /// protein ubiquitination /// SCF ubiquitin ligase complex /// SCF-dependent proteasomal ubiquitin-dependent protein catabolic process /// ubiquitin protein ligase activity /// cytoplasm /// protein ubiquitination /// SCF ubiquitin ligase complex /// SCF-dependent proteasomal ubiquitin-dependent protein catabolic process /// ubiquitin protein ligase activity /// protein binding	full-length
8153727	cleavage and polyadenylation specific factor 1	CPSF1	29894	8q24.3	mRNA splicing, via spliceosome /// protein binding /// nucleoplasm /// nucleoplasm /// mRNA cleavage and polyadenylation specificity factor complex /// transcription from RNA polymerase II promoter /// termination of RNA polymerase II transcription /// mRNA polyadenylation /// mRNA export from nucleus /// tRNA processing /// RNA splicing /// gene expression /// enzyme binding /// mRNA 3'-end processing /// mRNA 3'-UTR AU-rich region binding /// pre-mRNA cleavage required for polyadenylation /// nucleic acid binding /// RNA binding /// nucleus /// nucleoplasm /// mRNA processing /// mRNA 3'-UTR binding /// mRNA polyadenylation /// mRNA cleavage	full-length
8153823	cysteine/histidine-rich 1	CYHR1	50626	8q24.3	protein binding /// nuclear envelope /// nucleoplasm /// zinc ion binding /// perinuclear region of cytoplasm /// cytoplasm /// metal ion binding /// protein binding /// membrane /// integral component of membrane	full-length
8153828	forkhead box H1	FOXH1	8928	8q24.3	nuclear chromatin /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// RNA polymerase II transcription cofactor activity /// transcriptional activator activity, RNA polymerase II transcription factor binding /// transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding /// heart looping /// secondary heart field specification /// outflow tract morphogenesis /// cardiac right ventricle morphogenesis /// ventricular trabecula myocardium morphogenesis /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// nucleus /// nucleoplasm /// transcription factor complex /// transcription from RNA polymerase II promoter /// transforming growth factor beta receptor signaling pathway /// transforming growth factor beta receptor signaling pathway /// anatomical structure morphogenesis /// protein domain specific binding /// cell differentiation /// activin responsive factor complex /// negative regulation of intracellular estrogen receptor signaling pathway /// embryonic heart tube anterior/posterior pattern specification /// enhancer binding /// aorta morphogenesis /// bHLH transcription factor binding /// sequence-specific DNA binding /// transcription regulatory region DNA binding /// positive regulation of transcription, DNA-templated /// positive regulation of transcription from RNA polymerase II promoter /// SMAD binding /// axial mesoderm development /// androgen receptor binding /// negative regulation of androgen receptor signaling pathway /// co-SMAD binding /// R-SMAD binding /// R-SMAD binding /// nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry /// negative regulation of androgen receptor activity /// negative regulation of transcription from RNA polymerase II promoter /// RNA polymerase II transcription factor activity, sequence-specific DNA binding /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// regulation of transcription from RNA polymerase II promoter /// transforming growth factor beta receptor signaling pathway /// determination of left/right symmetry /// anatomical structure morphogenesis /// anterior/posterior pattern specification /// cell differentiation /// sequence-specific DNA binding /// transcription regulatory region DNA binding /// protein binding	full-length
8153876	Rho GTPase activating protein 39	ARHGAP39	80728	8q24.3	nucleus /// cytosol /// cytoskeleton /// small GTPase mediated signal transduction /// axon guidance /// regulation of small GTPase mediated signal transduction /// signal transduction /// protein binding	full-length
8153890	zinc finger protein 251	ZNF251	90987	8q24.3	DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// metal ion binding /// nucleic acid binding /// transcription factor activity, sequence-specific DNA binding /// intracellular /// regulation of transcription, DNA-templated /// regulation of transcription, DNA-templated	full-length
8153896	zinc finger protein 34	ZNF34	80778	8q24.3	DNA binding /// protein binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// zinc ion binding /// nucleic acid binding /// intracellular /// metal ion binding	full-length
8153935	zinc finger protein 252, pseudogene	ZNF252P	286101	8q24.3	nucleic acid binding /// metal ion binding	full-length
8153937	scratch family zinc finger 1	SCRT1	83482	8q24.3	negative regulation of transcription from RNA polymerase II promoter /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// metal ion binding /// regulation of neuron migration /// nucleic acid binding /// regulation of transcription, DNA-templated /// protein binding	full-length
8154043	doublesex and mab-3 related transcription factor 3	DMRT3	58524	9p24.3	core promoter proximal region sequence-specific DNA binding /// transcription factor activity, sequence-specific DNA binding /// protein binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// sex differentiation /// sex differentiation /// adult walking behavior /// transmission of nerve impulse /// ventral spinal cord interneuron specification /// regulation of odontogenesis of dentin-containing tooth /// protein homodimerization activity /// male sex differentiation /// metal ion binding /// protein heterodimerization activity /// core promoter proximal region sequence-specific DNA binding /// DNA binding /// transcription factor activity, sequence-specific DNA binding /// nucleus /// multicellular organismal development /// sex differentiation /// adult walking behavior /// ventral spinal cord interneuron specification /// cell differentiation /// regulation of odontogenesis of dentin-containing tooth /// protein homodimerization activity /// sequence-specific DNA binding /// protein heterodimerization activity /// transcription factor activity, sequence-specific DNA binding /// nucleus /// sex differentiation /// adult walking behavior /// ventral spinal cord interneuron specification /// regulation of odontogenesis of dentin-containing tooth /// protein heterodimerization activity /// protein binding	full-length
